App Name,Link App,Rating,Review Count,Price Status,Description
Wixpa Google Shopping Feed,https://apps.shopify.com/easyfeed-for-google-shopping-feeds?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=11&surface_type=search,5.0,381 total reviews,Free plan available,Multi Product Feeds For Google Shopping (Google Feed) & more
Flexify: Facebook Product Feed,https://apps.shopify.com/facebook-product-catalog?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=12&surface_type=search,4.2,280 total reviews,Free plan available,Improve Facebook/Insta performance by optimizing product data
FeedHub Google Shopping Feed,https://apps.shopify.com/feedhub-for-google-shopping?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=13&surface_type=search,4.9,663 total reviews,Free plan available,"Create Google Feed, Facebook Feed & Product Feeds for sales"
AR: Google Shopping Feed Pro,https://apps.shopify.com/simple-google-shopping-feed?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=14&surface_type=search,4.9,365 total reviews,Free trial available,Multi language & currency XML feed for Google Shopping.
TikShop: Feed & Omega Pixel,https://apps.shopify.com/tiktok-multi-pixels?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=15&surface_type=search,5.0,282 total reviews,Free plan available,"Event Tracking for your TikTok Pixel, TikTok Shop, Catalog"
FeedNexa Google Shopping Feed,https://apps.shopify.com/google-shopping-feed-pro?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=16&surface_type=search,4.9,95 total reviews,Free,"Optimize Google Shopping feed by products & GTIN, MPN sync"
Entafix: Custom XML Feeds,https://apps.shopify.com/entafix-custom-xml-feeds?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=17&surface_type=search,5.0,48 total reviews,Free plan available,"We Can Generate All Types of XML Files, You Can Trust Us!"
Instafeed ‑ Instagram Feed,https://apps.shopify.com/instafeed?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=18&surface_type=search,4.9,1727 total reviews,Free plan available,"Boost sales with Instagram gallery, shoppable video & Reels."
Channable: Product Data Feeds,https://apps.shopify.com/channable?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=19&surface_type=search,4.4,57 total reviews,From $49/month,Connect to eCommerce channels and automate your PPC campaigns
Casa Google Shopping Feed,https://apps.shopify.com/multi-feed-for-google-shopping-xml?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=20&surface_type=search,4.7,425 total reviews,Free plan available,"Product Feed & Data Feed for Google Shopping Feed, Bing"
Infinite Facebook Catalog Feed,https://apps.shopify.com/infinite-facebook-catalog-feed?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=21&surface_type=search,4.9,29 total reviews,Free plan available,Create facebook product feed for facebook and instagram shop
AfterShip Feed for TikTok Shop,https://apps.shopify.com/automizely-shopping?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=22&surface_type=search,4.8,679 total reviews,Free plan available,Auto-sync products from store to TikTok Shop.
InstaFeed+Story Instagram Feed,https://apps.shopify.com/instagram-stories-for-website?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=23&surface_type=search,4.7,659 total reviews,Free plan available,Add Insta feed Instagram Gallery & Instagram Stories/Highlight
Spark Product Shopping Feed,https://apps.shopify.com/spark-feed?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=24&surface_type=search,5.0,8 total reviews,Free plan available,"Feed for Facebook, Google Shopping, Snapchat and TikTok"
idealo Feed Export,https://apps.shopify.com/idealo-integration?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=25&surface_type=search,4.4,67 total reviews,Free trial available,List your products on the price comparison platform idealo
Ced ‑ Google Shopping Feed,https://apps.shopify.com/google-express-integration?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=26&surface_type=search,4.8,1564 total reviews,Free plan available,Sync your feed details and increase traffic on Google Shopping
Skroutz XML Feed,https://apps.shopify.com/export-product-skroutz-xml-feed?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=27&surface_type=search,4.5,14 total reviews,Free plan available,Automatically Creates your Store's Product Feed for Skroutz
Orichi: Tiktok Facebook Pixels,https://apps.shopify.com/yuri-facebook-multi-pixels?search_id=07506763-995e-4797-bfdb-c936a7dcae9f&surface_detail=feed&surface_inter_position=1&surface_intra_position=28&surface_type=search,4.9,140 total reviews,Free plan available,Track Multi Pixel Facebook (Meta Pixel) with Conversion API
